날짜,종가
2012-08-01,1127.26 
2012-07-31,1130.67 
2012-07-30,1137.62 
2012-07-27,1138.61 
2012-07-26,1146.57 
2012-07-25,1149.44 
2012-07-24,1149.18 
2012-07-23,1150.38 
2012-07-20,1142.75 
2012-07-19,1138.30 
2012-07-18,1142.50 
2012-07-17,1145.43 
2012-07-16,1146.18 
2012-07-13,1148.06 
2012-07-12,1154.63 
2012-07-11,1141.00 
2012-07-10,1140.15 
2012-07-09,1143.17 
2012-07-06,1140.55 
2012-07-05,1133.80 
2012-07-04,1137.49 
2012-07-03,1133.48 
2012-07-02,1143.89 
2012-06-29,1141.32 
2012-06-28,1158.02 
2012-06-27,1155.69 
2012-06-26,1158.50 
2012-06-25,1162.05 
2012-06-22,1158.94 
2012-06-21,1154.45 
2012-06-20,1152.71 
2012-06-19,1153.35 
2012-06-18,1157.50 
2012-06-15,1164.86 
2012-06-14,1164.37 
2012-06-13,1166.54 
2012-06-12,1169.25 
2012-06-11,1171.50 
2012-06-08,1174.09 
2012-06-07,1164.85 
2012-06-06,1174.50 
2012-06-05,1178.43 
2012-06-04,1179.59 
2012-06-01,1182.50 
2012-05-31,1180.47 
2012-05-30,1180.91 
2012-05-29,1176.15 
2012-05-28,1176.57 
2012-05-25,1185.50 
2012-05-24,1177.22 
2012-05-23,1181.11 
2012-05-22,1166.83 
2012-05-21,1167.28 
2012-05-18,1168.74 
2012-05-17,1165.94 
2012-05-16,1166.32 
2012-05-15,1155.90 
2012-05-14,1153.80 
2012-05-11,1149.20 
2012-05-10,1142.90 
2012-05-09,1144.50 
2012-05-08,1138.25 
2012-05-07,1138.50 
2012-05-04,1135.85 
2012-05-03,1131.25 
2012-05-02,1130.20 
2012-05-01,1127.65 
2012-04-30,1130.15 
2012-04-27,1131.37 
2012-04-26,1133.00 
2012-04-25,1138.05 
2012-04-24,1139.45 
2012-04-23,1141.80 
2012-04-20,1139.35 
2012-04-19,1140.65 
2012-04-18,1140.65 
2012-04-17,1134.55 
2012-04-16,1136.10 
2012-04-13,1134.50 
2012-04-12,1135.05 
2012-04-11,1143.70 
2012-04-10,1139.65 
2012-04-09,1137.50 
2012-04-06,1132.75 
2012-04-05,1130.40 
2012-04-04,1131.15 
2012-04-03,1125.85 
2012-04-02,1125.95 
2012-03-30,1131.90 
2012-03-29,1139.15 
2012-03-28,1137.30 
2012-03-27,1136.55 
2012-03-26,1133.25 
2012-03-23,1135.50 
2012-03-22,1133.30 
2012-03-21,1130.40 
2012-03-20,1127.85 
2012-03-19,1120.05 
2012-03-16,1125.90 
2012-03-15,1124.40 
2012-03-14,1132.95 
2012-03-13,1123.20 
2012-03-12,1123.85 
2012-03-09,1117.00 
2012-03-08,1115.45 
2012-03-07,1122.95 
2012-03-06,1124.50 
2012-03-05,1118.55 
2012-03-02,1115.50 
2012-03-01,1114.90 
2012-02-29,1119.30 
2012-02-28,1125.85 
2012-02-27,1126.15 
2012-02-24,1124.50 
2012-02-23,1127.65 
2012-02-22,1128.70 
2012-02-21,1125.55 
2012-02-20,1121.90 
2012-02-17,1126.88 
2012-02-16,1125.95 
2012-02-15,1125.15 
2012-02-14,1126.30 
2012-02-13,1120.20 
2012-02-10,1123.50 
2012-02-09,1119.05 
2012-02-08,1117.65 
2012-02-07,1117.50 
2012-02-06,1120.50 
2012-02-03,1117.00 
2012-02-02,1117.15 
2012-02-01,1123.60 
2012-01-31,1126.20 
2012-01-30,1128.25 
2012-01-27,1120.75 
2012-01-26,1122.50 
2012-01-25,1127.55 
2012-01-24,1130.05 
2012-01-23,1128.15 
2012-01-20,1133.50 
2012-01-19,1134.40 
2012-01-18,1139.10 
2012-01-17,1143.75 
2012-01-16,1152.00 
2012-01-13,1151.35 
2012-01-12,1152.45 
2012-01-11,1159.55 
2012-01-10,1154.55 
2012-01-09,1158.05 
2012-01-06,1160.50 
2012-01-05,1156.05 
2012-01-04,1148.35 
2012-01-03,1145.70 
2012-01-02,1155.15 
2011-12-30,1159.25 
2011-12-29,1157.00 
2011-12-28,1157.50 
2011-12-27,1156.15 
2011-12-26,1155.00 
2011-12-23,1149.50 
2011-12-22,1154.50 
2011-12-21,1151.30 
2011-12-20,1158.00 
2011-12-19,1176.25 
2011-12-16,1158.65 
2011-12-15,1157.25 
2011-12-14,1159.00 
2011-12-13,1158.00 
2011-12-12,1149.70 
2011-12-09,1146.80 
2011-12-08,1134.05 
2011-12-07,1129.62 
2011-12-06,1129.00 
2011-12-05,1125.00 
2011-12-02,1128.50 
2011-12-01,1127.05 
2011-11-30,1140.55 
2011-11-29,1140.00 
2011-11-28,1153.00 
2011-11-25,1162.50 
2011-11-24,1155.65 
2011-11-23,1160.70 
2011-11-22,1144.65 
2011-11-21,1143.75 
2011-11-18,1139.25 
2011-11-17,1133.65 
2011-11-16,1136.65 
2011-11-15,1129.00 
2011-11-14,1127.30 
2011-11-11,1126.60 
2011-11-10,1132.35 
2011-11-09,1119.10 
2011-11-08,1114.55 
2011-11-07,1116.25 
2011-11-04,1110.75 
2011-11-03,1127.65 
2011-11-02,1122.15 
2011-11-01,1122.30 
2011-10-31,1112.35 
2011-10-28,1103.00 
2011-10-27,1106.60 
2011-10-26,1133.50 
2011-10-25,1131.05 
2011-10-24,1132.55 
2011-10-21,1147.35 
2011-10-20,1147.50 
2011-10-19,1134.00 
2011-10-18,1149.75 
2011-10-17,1148.50 
2011-10-14,1156.10 
2011-10-13,1158.75 
2011-10-12,1165.00 
2011-10-11,1171.50 
2011-10-10,1167.95 
2011-10-07,1171.00 
2011-10-06,1183.95 
2011-10-05,1187.00 
2011-10-04,1198.90 
2011-10-03,1180.50 
2011-09-30,1181.10 
2011-09-29,1174.55 
2011-09-28,1175.10 
2011-09-27,1169.80 
2011-09-26,1182.00 
2011-09-23,1165.50 
2011-09-22,1179.85 
2011-09-21,1149.85 
2011-09-20,1144.50 
2011-09-19,1139.95 
2011-09-16,1112.50 
2011-09-15,1114.00 
2011-09-14,1107.15 
2011-09-13,1077.25 
2011-09-12,1077.25 
2011-09-09,1077.50 
2011-09-08,1076.00 
2011-09-07,1069.65 
2011-09-06,1074.65 
2011-09-05,1069.60 
2011-09-02,1065.60 
2011-09-01,1064.40 
2011-08-31,1065.40 
2011-08-30,1070.85 
2011-08-29,1074.20 
2011-08-26,1080.00 
2011-08-25,1089.50 
2011-08-24,1083.50 
2011-08-23,1078.00 
2011-08-22,1083.55 
2011-08-19,1087.35 
2011-08-18,1083.30 
2011-08-17,1068.80 
2011-08-16,1071.25 
2011-08-15,1068.55 
2011-08-12,1079.05 
2011-08-11,1078.45 
2011-08-10,1083.65 
2011-08-09,1085.70 
2011-08-08,1085.85 
2011-08-05,1067.40 
2011-08-04,1061.70 
2011-08-03,1058.05 
2011-08-02,1053.10 
2011-08-01,1050.00 
2011-07-29,1054.30 
2011-07-28,1053.50 
2011-07-27,1053.95 
2011-07-26,1049.40 
2011-07-25,1054.90 
2011-07-22,1050.88 
2011-07-21,1051.15 
2011-07-20,1054.40 
2011-07-19,1056.85 
2011-07-18,1060.55 
2011-07-15,1058.55 
2011-07-14,1058.00 
2011-07-13,1056.80 
2011-07-12,1065.00 
2011-07-11,1058.00 
2011-07-08,1056.95 
2011-07-07,1064.00 
2011-07-06,1065.95 
2011-07-05,1066.85 
2011-07-04,1063.45 
2011-07-01,1065.25 
2011-06-30,1067.00 
2011-06-29,1073.00 
2011-06-28,1080.75 
2011-06-27,1083.60 
2011-06-24,1078.85 
2011-06-23,1080.50 
2011-06-22,1074.30 
2011-06-21,1075.40 
2011-06-20,1083.40 
2011-06-17,1085.95 
2011-06-16,1091.85 
2011-06-15,1087.65 
2011-06-14,1081.25 
2011-06-13,1086.95 
2011-06-10,1084.50 
2011-06-09,1080.95 
2011-06-08,1084.00 
2011-06-07,1077.40 
2011-06-06,1080.00 
2011-06-03,1077.50 
2011-06-02,1081.25 
2011-06-01,1078.35 
2011-05-31,1078.50 
2011-05-30,1080.15 
2011-05-27,1082.40 
2011-05-26,1089.50 
2011-05-25,1101.50 
2011-05-24,1093.40 
2011-05-23,1097.95 
2011-05-20,1082.80 
2011-05-19,1086.50 
2011-05-18,1088.50 
2011-05-17,1088.50 
2011-05-16,1091.85 
2011-05-13,1086.95 
2011-05-12,1088.50 
2011-05-11,1076.50 
2011-05-10,1080.50 
2011-05-09,1081.50 
2011-05-06,1085.55 
2011-05-05,1081.75 
2011-05-04,1076.75 
2011-05-03,1073.50 
2011-05-02,1065.95 
2011-04-29,1068.50 
2011-04-28,1073.40 
2011-04-27,1077.55 
2011-04-26,1083.00 
2011-04-25,1082.28 
2011-04-22,1081.05 
2011-04-21,1080.95 
2011-04-20,1078.70 
2011-04-19,1085.45 
2011-04-18,1088.50 
2011-04-15,1088.00 
2011-04-14,1086.30 
2011-04-13,1086.55 
2011-04-12,1092.00 
2011-04-11,1088.25 
2011-04-08,1082.50 
2011-04-07,1087.60 
2011-04-06,1085.85 
2011-04-05,1087.50 
2011-04-04,1088.45 
2011-04-01,1087.05 
2011-03-31,1096.50 
2011-03-30,1103.45 
2011-03-29,1111.50 
2011-03-28,1114.10 
2011-03-25,1111.05 
2011-03-24,1118.95 
2011-03-23,1122.90 
2011-03-22,1121.00 
2011-03-21,1121.45 
2011-03-18,1125.45 
2011-03-17,1135.45 
2011-03-16,1137.95 
2011-03-15,1135.05 
2011-03-14,1125.00 
2011-03-11,1126.35 
2011-03-10,1127.45 
2011-03-09,1114.70 
2011-03-08,1115.95 
2011-03-07,1119.35 
2011-03-04,1117.85 
2011-03-03,1115.90 
2011-03-02,1123.50 
2011-03-01,1126.75 
2011-02-28,1125.35 
2011-02-25,1127.00 
2011-02-24,1131.25 
2011-02-23,1130.20 
2011-02-22,1129.80 
2011-02-21,1119.35 
2011-02-18,1112.40 
2011-02-17,1114.85 
2011-02-16,1117.80 
2011-02-15,1123.80 
2011-02-14,1124.00 
2011-02-11,1126.65 
2011-02-10,1119.00 
2011-02-09,1110.65 
2011-02-08,1101.00 
2011-02-07,1103.50 
2011-02-04,1113.95 
2011-02-03,1113.95 
2011-02-02,1113.95 
2011-02-01,1113.95 
2011-01-31,1119.88 
2011-01-28,1115.95 
2011-01-27,1114.45 
2011-01-26,1116.50 
2011-01-25,1121.00 
2011-01-24,1118.50 
2011-01-21,1118.50 
2011-01-20,1124.50 
2011-01-19,1112.60 
2011-01-18,1113.00 
2011-01-17,1115.50 
2011-01-14,1115.05 
2011-01-13,1112.50 
2011-01-12,1111.50 
2011-01-11,1126.00 
2011-01-10,1127.50 
2011-01-07,1122.20 
2011-01-06,1123.20 
2011-01-05,1123.50 
2011-01-04,1125.50 
2011-01-03,1124.65 
2010-12-31,1121.25 
2010-12-30,1130.95 
2010-12-29,1146.50 
2010-12-28,1144.50 
2010-12-27,1149.10 
2010-12-24,1150.95 
2010-12-23,1152.30 
2010-12-22,1154.30 
2010-12-21,1156.15 
2010-12-20,1155.10 
2010-12-17,1156.05 
2010-12-16,1155.25 
2010-12-15,1155.25 
2010-12-14,1139.25 
2010-12-13,1145.90 
2010-12-10,1143.50 
2010-12-09,1139.00 
2010-12-08,1143.00 
2010-12-07,1132.50 
2010-12-06,1138.45 
2010-12-03,1137.75 
2010-12-02,1150.00 
2010-12-01,1150.00 
2010-11-30,1158.00 
2010-11-29,1165.50 
2010-11-26,1155.95 
2010-11-25,1142.15 
2010-11-24,1147.95 
2010-11-23,1164.50 
2010-11-22,1127.00 
2010-11-19,1132.15 
2010-11-18,1130.90 
2010-11-17,1142.50 
2010-11-16,1130.80 
2010-11-15,1135.50 
2010-11-12,1127.45 
2010-11-11,1111.50 
2010-11-10,1110.60 
2010-11-09,1117.00 
2010-11-08,1116.00 
2010-11-05,1108.10 
2010-11-04,1107.51 
2010-11-03,1108.64 
2010-11-02,1111.50 
2010-11-01,1118.59 
2010-10-29,1124.50 
2010-10-28,1123.75 
2010-10-27,1132.50 
2010-10-26,1125.50 
2010-10-25,1115.85 
2010-10-22,1126.30 
2010-10-21,1129.25 
2010-10-20,1122.50 
2010-10-19,1127.55 
2010-10-18,1117.50 
2010-10-15,1111.25 
2010-10-14,1112.50 
2010-10-13,1119.50 
2010-10-12,1131.12 
2010-10-11,1117.65 
2010-10-08,1121.50 
2010-10-07,1116.50 
2010-10-06,1118.37 
2010-10-05,1123.50 
2010-10-04,1122.50 
2010-10-01,1131.00 
2010-09-30,1140.25 
2010-09-29,1139.50 
2010-09-28,1146.00 
2010-09-27,1146.50 
2010-09-24,1155.16 
2010-09-23,1151.37 
2010-09-22,1150.12 
2010-09-21,1160.50 
2010-09-20,1162.50 
2010-09-17,1160.97 
2010-09-16,1162.80 
2010-09-15,1159.30 
2010-09-14,1160.25 
2010-09-13,1160.00 
2010-09-10,1165.82 
2010-09-09,1167.72 
2010-09-08,1172.25 
2010-09-07,1178.00 
2010-09-06,1172.12 
2010-09-03,1174.00 
2010-09-02,1180.00 
2010-09-01,1184.50 
2010-08-31,1199.00 
2010-08-30,1192.50 
2010-08-27,1196.07 
2010-08-26,1191.07 
2010-08-25,1197.12 
2010-08-24,1192.50 
2010-08-23,1182.32 
2010-08-20,1184.16 
2010-08-19,1173.12 
2010-08-18,1174.15 
2010-08-17,1176.20 
2010-08-16,1187.25 
2010-08-13,1183.85 
2010-08-12,1186.50 
2010-08-11,1182.50 
2010-08-10,1168.75 
2010-08-09,1160.50 
2010-08-06,1161.50 
2010-08-05,1167.25 
2010-08-04,1167.50 
2010-08-03,1168.20 
2010-08-02,1173.50 
2010-07-30,1182.75 
2010-07-29,1186.35 
2010-07-28,1186.00 
2010-07-27,1182.95 
2010-07-26,1191.15 
2010-07-23,1198.88 
2010-07-22,1204.00 
2010-07-21,1204.38 
2010-07-20,1207.40 
2010-07-19,1214.95 
2010-07-16,1203.50 
2010-07-15,1202.50 
2010-07-14,1202.55 
2010-07-13,1213.00 
2010-07-12,1204.35 
2010-07-09,1198.00 
2010-07-08,1209.00 
2010-07-07,1221.30 
2010-07-06,1222.50 
2010-07-05,1223.30 
2010-07-02,1229.80 
2010-07-01,1228.00 
2010-06-30,1223.25 
2010-06-29,1217.85 
2010-06-28,1203.85 
2010-06-25,1215.75 
2010-06-24,1189.00 
2010-06-23,1188.00 
2010-06-22,1184.00 
2010-06-21,1177.05 
2010-06-18,1206.66 
2010-06-17,1212.90 
2010-06-16,1211.50 
2010-06-15,1229.50 
2010-06-14,1221.30 
2010-06-11,1246.15 
2010-06-10,1250.90 
2010-06-09,1247.80 
2010-06-08,1233.99 
2010-06-07,1235.61 
2010-06-04,1201.70 
2010-06-03,1199.00 
2010-06-02,1217.00 
2010-06-01,1216.50 
2010-05-31,1202.12 
2010-05-28,1195.00 
2010-05-27,1223.95 
2010-05-26,1253.50 
2010-05-25,1251.50 
2010-05-24,1214.65 
2010-05-21,1194.00 
2010-05-20,1194.25 
2010-05-19,1164.90 
2010-05-18,1146.50 
2010-05-17,1153.25 
2010-05-14,1131.00 
2010-05-13,1130.50 
2010-05-12,1135.05 
2010-05-11,1134.75 
2010-05-10,1132.05 
2010-05-07,1155.45 
2010-05-06,1141.15 
2010-05-05,1115.50 
2010-05-04,1115.50 
2010-05-03,1118.55 
2010-04-30,1108.50 
2010-04-29,1114.95 
2010-04-28,1119.00 
2010-04-27,1110.50 
2010-04-26,1104.45 
2010-04-23,1108.95 
2010-04-22,1108.40 
2010-04-21,1107.75 
2010-04-20,1117.95 
2010-04-19,1118.40 
2010-04-16,1110.50 
2010-04-15,1109.75 
2010-04-14,1111.75 
2010-04-13,1123.90 
2010-04-12,1115.55 
2010-04-09,1117.50 
2010-04-08,1123.50 
2010-04-07,1122.55 
2010-04-06,1124.55 
2010-04-05,1123.00 
2010-04-02,1126.00 
2010-04-01,1126.35 
2010-03-31,1132.80 
2010-03-30,1131.70 
2010-03-29,1135.50 
2010-03-26,1139.00 
2010-03-25,1142.50 
2010-03-24,1138.00 
2010-03-23,1136.50 
2010-03-22,1135.70 
2010-03-19,1133.59 
2010-03-18,1134.60 
2010-03-17,1128.80 
2010-03-16,1134.50 
2010-03-15,1134.70 
2010-03-12,1129.04 
2010-03-11,1132.60 
2010-03-10,1129.57 
2010-03-09,1135.16 
2010-03-08,1132.50 
2010-03-05,1140.50 
2010-03-04,1144.00 
2010-03-03,1142.25 
2010-03-02,1145.00 
2010-03-01,1154.00 
2010-02-26,1160.00 
2010-02-25,1164.20 
2010-02-24,1156.75 
2010-02-23,1158.20 
2010-02-22,1149.50 
2010-02-19,1152.70 
2010-02-18,1145.70 
2010-02-17,1144.50 
2010-02-16,1147.00 
2010-02-15,1147.30 
2010-02-12,1152.50 
2010-02-11,1153.20 
2010-02-10,1162.00 
2010-02-09,1156.95 
2010-02-08,1172.45 
2010-02-05,1169.95 
2010-02-04,1146.90 
2010-02-03,1148.70 
2010-02-02,1160.00 
2010-02-01,1166.25 
2010-01-29,1158.90 
2010-01-28,1150.30 
2010-01-27,1161.30 
2010-01-26,1157.50 
2010-01-25,1147.00 
2010-01-22,1154.00 
2010-01-21,1145.00 
2010-01-20,1144.30 
2010-01-19,1130.30 
2010-01-18,1124.60 
2010-01-15,1123.50 
2010-01-14,1123.00 
2010-01-13,1123.00 
2010-01-12,1120.75 
2010-01-11,1120.50 
2010-01-08,1128.25 
2010-01-07,1138.20 
2010-01-06,1129.20 
2010-01-05,1140.20 
2010-01-04,1150.00 
2010-01-01,1166.08 
2009-12-31,1166.08 
2009-12-30,1167.25 
2009-12-29,1167.00 
2009-12-28,1169.50 
2009-12-25,1175.07 
2009-12-24,1175.07 
2009-12-23,1177.50 
2009-12-22,1180.50 
2009-12-21,1185.65 
2009-12-18,1174.18 
2009-12-17,1175.88 
2009-12-16,1165.30 
2009-12-15,1159.39 
2009-12-14,1160.50 
2009-12-11,1164.00 
2009-12-10,1165.50 
2009-12-09,1160.50 
2009-12-08,1156.22 
2009-12-07,1157.50 
2009-12-04,1151.50 
2009-12-03,1150.50 
2009-12-02,1153.00 
2009-12-01,1156.00 
2009-11-30,1163.40 
2009-11-27,1175.00 
2009-11-26,1159.35 
2009-11-25,1154.00 
2009-11-24,1154.95 
2009-11-23,1152.25 
2009-11-20,1158.90 
2009-11-19,1162.50 
2009-11-18,1154.00 
2009-11-17,1155.10 
2009-11-16,1150.50 
2009-11-13,1156.80 
2009-11-12,1161.00 
2009-11-11,1157.00 
2009-11-10,1158.20 
2009-11-09,1155.10 
2009-11-06,1168.10 
2009-11-05,1175.80 
2009-11-04,1173.40 
2009-11-03,1191.60 
2009-11-02,1186.50 
2009-10-30,1186.60 
2009-10-29,1185.70 
2009-10-28,1185.65 
2009-10-27,1190.50 
2009-10-26,1180.90 
2009-10-23,1189.15 
2009-10-22,1189.50 
2009-10-21,1177.40 
2009-10-20,1164.72 
2009-10-19,1168.07 
2009-10-16,1167.10 
2009-10-15,1158.00 
2009-10-14,1158.50 
2009-10-13,1167.00 
2009-10-12,1167.90 
2009-10-09,1164.80 
2009-10-08,1164.50 
2009-10-07,1168.00 
2009-10-06,1166.30 
2009-10-05,1166.00 
2009-10-02,1183.50 
2009-10-01,1174.30 
2009-09-30,1176.50 
2009-09-29,1188.50 
2009-09-28,1193.50 
2009-09-25,1186.25 
2009-09-24,1191.70 
2009-09-23,1192.50 
2009-09-22,1197.50 
2009-09-21,1208.00 
2009-09-18,1207.50 
2009-09-17,1207.00 
2009-09-16,1206.00 
2009-09-15,1218.40 
2009-09-14,1225.00 
2009-09-11,1221.50 
2009-09-10,1225.00 
2009-09-09,1224.00 
2009-09-08,1224.00 
2009-09-07,1233.37 
2009-09-04,1237.00 
2009-09-03,1245.50 
2009-09-02,1244.80 
2009-09-01,1247.50 
2009-08-31,1249.50 
2009-08-28,1247.20 
2009-08-27,1247.80 
2009-08-26,1241.00 
2009-08-25,1249.95 
2009-08-24,1241.00 
2009-08-21,1245.70 
2009-08-20,1245.50 
2009-08-19,1251.50 
2009-08-18,1248.00 
2009-08-17,1259.00 
2009-08-14,1240.00 
2009-08-13,1235.25 
2009-08-12,1242.50 
2009-08-11,1243.20 
2009-08-10,1229.25 
2009-08-07,1224.50 
2009-08-06,1225.50 
2009-08-05,1226.00 
2009-08-04,1219.45 
2009-08-03,1214.50 
2009-07-31,1222.70 
2009-07-30,1232.50 
2009-07-29,1244.30 
2009-07-28,1241.00 
2009-07-27,1242.90 
2009-07-24,1246.00 
2009-07-23,1247.70 
2009-07-22,1251.60 
2009-07-21,1252.40 
2009-07-20,1244.50 
2009-07-17,1257.50 
2009-07-16,1266.50 
2009-07-15,1272.50 
2009-07-14,1295.70 
2009-07-13,1309.50 
2009-07-10,1288.90 
2009-07-09,1278.20 
2009-07-08,1280.35 
2009-07-07,1273.65 
2009-07-06,1271.75 
2009-07-03,1265.90 
2009-07-02,1275.50 
2009-07-01,1259.20 
2009-06-30,1274.80 
2009-06-29,1282.70 
2009-06-26,1280.60 
2009-06-25,1285.85 
2009-06-24,1277.50 
2009-06-23,1286.35 
2009-06-22,1283.40 
2009-06-19,1268.95 
2009-06-18,1265.00 
2009-06-17,1264.70 
2009-06-16,1256.50 
2009-06-15,1258.00 
2009-06-12,1252.50 
2009-06-11,1251.55 
2009-06-10,1259.00 
2009-06-09,1263.25 
2009-06-08,1248.38 
2009-06-05,1252.35 
2009-06-04,1247.50 
2009-06-03,1247.05 
2009-06-02,1235.00 
2009-06-01,1233.20 
2009-05-29,1258.25 
2009-05-28,1261.60 
2009-05-27,1265.40 
2009-05-26,1266.00 
2009-05-25,1245.20 
2009-05-22,1244.80 
2009-05-21,1245.80 
2009-05-20,1247.00 
2009-05-19,1245.50 
2009-05-18,1261.25 
2009-05-15,1253.00 
2009-05-14,1262.50 
2009-05-13,1240.00 
2009-05-12,1239.00 
2009-05-11,1233.90 
2009-05-08,1243.12 
2009-05-07,1258.30 
2009-05-06,1273.00 
2009-05-05,1268.50 
2009-05-04,1268.50 
2009-05-01,1278.00 
2009-04-30,1278.00 
2009-04-29,1336.70 
2009-04-28,1352.80 
2009-04-27,1339.40 
2009-04-24,1339.20 
2009-04-23,1344.00 
2009-04-22,1347.00 
2009-04-21,1350.75 
2009-04-20,1331.00 
2009-04-17,1328.00 
2009-04-16,1332.50 
2009-04-15,1334.00 
2009-04-14,1321.00 
2009-04-13,1325.00 
2009-04-10,1329.00 
2009-04-09,1322.00 
2009-04-08,1350.50 
2009-04-07,1318.50 
2009-04-06,1305.50 
2009-04-03,1337.00 
2009-04-02,1330.50 
2009-04-01,1373.50 
2009-03-31,1374.05 
2009-03-30,1396.75 
2009-03-27,1345.00 
2009-03-26,1331.55 
2009-03-25,1357.42 
2009-03-24,1386.65 
2009-03-23,1387.15 
2009-03-20,1401.30 
2009-03-19,1399.50 
2009-03-18,1416.00 
2009-03-17,1417.50 
2009-03-16,1436.00 
2009-03-13,1486.00 
2009-03-12,1496.70 
2009-03-11,1467.00 
2009-03-10,1502.62 
2009-03-09,1547.00 
2009-03-06,1546.00 
2009-03-05,1567.95 
2009-03-04,1551.25 
2009-03-03,1551.90 
2009-03-02,1570.65 
2009-02-27,1533.45 
2009-02-26,1517.30 
2009-02-25,1516.10 
2009-02-24,1516.60 
2009-02-23,1500.35 
2009-02-20,1520.00 
2009-02-19,1481.95 
2009-02-18,1465.00 
2009-02-17,1455.30 
2009-02-16,1427.70 
2009-02-13,1405.00 
2009-02-12,1400.00 
2009-02-11,1395.50 
2009-02-10,1389.00 
2009-02-09,1378.00 
2009-02-06,1370.20 
2009-02-05,1375.00 
2009-02-04,1378.60 
2009-02-03,1396.00 
2009-02-02,1392.50 
2009-01-30,1381.50 
2009-01-29,1374.50 
2009-01-28,1373.00 
2009-01-27,1391.00 
2009-01-26,1390.90 
2009-01-23,1390.90 
2009-01-22,1374.30 
2009-01-21,1370.00 
2009-01-20,1370.00 
2009-01-19,1360.50 
2009-01-16,1353.00 
2009-01-15,1393.00 
2009-01-14,1354.00 
2009-01-13,1354.00 
2009-01-12,1354.55 
2009-01-09,1348.50 
2009-01-08,1330.00 
2009-01-07,1292.70 
2009-01-06,1312.00 
2009-01-05,1315.00 
2009-01-02,1321.00 
2009-01-01,1263.00 
2008-12-31,1263.00 
2008-12-30,1259.55 
2008-12-29,1263.00 
2008-12-26,1299.55 
2008-12-25,1306.80 
2008-12-24,1306.80 
2008-12-23,1337.00 
2008-12-22,1309.00 
2008-12-19,1287.05 
2008-12-18,1285.50 
2008-12-17,1325.00 
2008-12-16,1349.55 
2008-12-15,1363.50 
2008-12-12,1371.35 
2008-12-11,1356.50 
2008-12-10,1394.00 
2008-12-09,1433.55 
2008-12-08,1449.50 
2008-12-05,1476.00 
2008-12-04,1484.55 
2008-12-03,1469.50 
2008-12-02,1464.50 
2008-12-01,1440.50 
2008-11-28,1469.00 
2008-11-27,1476.45 
2008-11-26,1478.25 
2008-11-25,1502.30 
2008-11-24,1511.50 
2008-11-21,1494.70 
2008-11-20,1497.85 
2008-11-19,1446.85 
2008-11-18,1448.50 
2008-11-17,1408.50 
2008-11-14,1399.95 
2008-11-13,1391.30 
2008-11-12,1357.55 
2008-11-11,1330.00 
2008-11-10,1330.00 
2008-11-07,1326.05 
2008-11-06,1331.80 
2008-11-05,1268.05 
2008-11-04,1269.50 
2008-11-03,1263.00 
2008-10-31,1282.50 
2008-10-30,1244.55 
2008-10-29,1388.50 
2008-10-28,1462.30 
2008-10-27,1460.00 
2008-10-24,1430.00 
2008-10-23,1409.05 
2008-10-22,1362.55 
2008-10-21,1320.20 
2008-10-20,1310.50 
2008-10-17,1334.50 
2008-10-16,1372.05 
2008-10-15,1238.80 
2008-10-14,1206.65 
2008-10-13,1240.45 
2008-10-10,1307.60 
2008-10-09,1382.50 
2008-10-08,1395.00 
2008-10-07,1329.90 
2008-10-06,1269.00 
2008-10-03,1223.75 
2008-10-02,1223.75 
2008-10-01,1187.40 
2008-09-30,1206.95 
2008-09-29,1185.50 
2008-09-26,1161.10 
2008-09-25,1158.30 
2008-09-24,1154.30 
2008-09-23,1148.60 
2008-09-22,1134.75 
2008-09-19,1139.70 
2008-09-18,1154.00 
2008-09-17,1116.25 
2008-09-16,1159.50 
2008-09-15,1111.50 
2008-09-12,1106.75 
2008-09-11,1106.25 
2008-09-10,1091.50 
2008-09-09,1095.00 
2008-09-08,1081.10 
2008-09-05,1117.95 
2008-09-04,1130.75 
2008-09-03,1148.55 
2008-09-02,1131.50 
2008-09-01,1116.00 
2008-08-29,1089.25 
2008-08-28,1085.00 
2008-08-27,1084.50 
2008-08-26,1086.50 
2008-08-25,1075.75 
2008-08-22,1063.50 
2008-08-21,1049.75 
2008-08-20,1043.75 
2008-08-19,1053.25 
2008-08-18,1038.50 
2008-08-15,1039.50 
2008-08-14,1040.00 
2008-08-13,1039.75 
2008-08-12,1033.75 
2008-08-11,1029.25 
2008-08-08,1029.25 
2008-08-07,1016.50 
2008-08-06,1015.80 
2008-08-05,1014.00 
2008-08-04,1017.50 
2008-08-01,1016.00 
2008-07-31,1012.25 
2008-07-30,1014.50 
2008-07-29,1004.25 
2008-07-28,1006.25 
2008-07-25,1007.50 
2008-07-24,1010.00 
2008-07-23,1009.25 
2008-07-22,1017.65 
2008-07-21,1019.00 
2008-07-18,1013.25 
2008-07-17,1008.50 
2008-07-16,1006.75 
2008-07-15,1008.08 
2008-07-14,1004.53 
2008-07-11,1002.40 
2008-07-10,1002.88 
2008-07-09,1004.80 
2008-07-08,1026.25 
2008-07-07,1039.50 
2008-07-04,1048.85 
2008-07-03,1045.00 
2008-07-02,1037.00 
2008-07-01,1049.00 
2008-06-30,1051.00 
2008-06-27,1043.25 
2008-06-26,1042.75 
2008-06-25,1034.75 
2008-06-24,1029.00 
2008-06-23,1024.00 
2008-06-20,1030.75 
2008-06-19,1032.50 
2008-06-18,1024.75 
